id,ADI,CV2,Category
HOBBIES_1_121_CA_2_validation,8.45,0.53,Lumpy (Cục bộ)
HOBBIES_1_121_CA_3_validation,5.49,0.52,Lumpy (Cục bộ)
HOBBIES_1_121_CA_4_validation,3.17,0.6,Lumpy (Cục bộ)
HOBBIES_1_121_TX_1_validation,7.57,0.72,Lumpy (Cục bộ)
HOBBIES_1_121_TX_2_validation,9.3,0.42,Intermittent (Ngắt quãng)
HOBBIES_1_121_TX_3_validation,6.69,0.26,Intermittent (Ngắt quãng)
HOBBIES_1_121_WI_1_validation,6.02,0.25,Intermittent (Ngắt quãng)
HOBBIES_1_121_WI_2_validation,13.86,0.28,Intermittent (Ngắt quãng)
HOBBIES_1_121_WI_3_validation,11.31,0.42,Intermittent (Ngắt quãng)
HOBBIES_1_122_CA_1_validation,2.09,0.4,Intermittent (Ngắt quãng)
HOBBIES_1_122_CA_2_validation,3.58,0.24,Intermittent (Ngắt quãng)
HOBBIES_1_122_CA_3_validation,2.21,0.26,Intermittent (Ngắt quãng)
HOBBIES_1_122_CA_4_validation,2.28,0.67,Lumpy (Cục bộ)
HOBBIES_1_122_TX_1_validation,3.85,0.29,Intermittent (Ngắt quãng)
HOBBIES_1_122_TX_2_validation,2.62,0.43,Intermittent (Ngắt quãng)
HOBBIES_1_122_TX_3_validation,4.04,0.26,Intermittent (Ngắt quãng)
HOBBIES_1_122_WI_1_validation,2.09,0.26,Intermittent (Ngắt quãng)
HOBBIES_1_122_WI_2_validation,5.84,0.2,Intermittent (Ngắt quãng)
HOBBIES_1_122_WI_3_validation,6.47,0.21,Intermittent (Ngắt quãng)
HOBBIES_1_123_CA_1_validation,1.69,0.25,Intermittent (Ngắt quãng)
HOBBIES_1_123_CA_2_validation,3.52,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_123_CA_3_validation,2.0,0.23,Intermittent (Ngắt quãng)
HOBBIES_1_123_CA_4_validation,2.85,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_123_TX_1_validation,5.14,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_123_TX_2_validation,2.61,0.24,Intermittent (Ngắt quãng)
HOBBIES_1_123_TX_3_validation,1.42,0.36,Intermittent (Ngắt quãng)
HOBBIES_1_123_WI_1_validation,5.17,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_123_WI_2_validation,4.58,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_123_WI_3_validation,6.68,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_124_CA_1_validation,1.94,0.42,Intermittent (Ngắt quãng)
HOBBIES_1_124_CA_2_validation,2.18,0.26,Intermittent (Ngắt quãng)
HOBBIES_1_124_CA_3_validation,2.12,0.25,Intermittent (Ngắt quãng)
HOBBIES_1_124_CA_4_validation,2.47,0.23,Intermittent (Ngắt quãng)
HOBBIES_1_124_TX_1_validation,3.96,0.27,Intermittent (Ngắt quãng)
HOBBIES_1_124_TX_2_validation,6.93,0.29,Intermittent (Ngắt quãng)
HOBBIES_1_124_TX_3_validation,3.46,0.35,Intermittent (Ngắt quãng)
HOBBIES_1_124_WI_1_validation,1.86,0.4,Intermittent (Ngắt quãng)
HOBBIES_1_124_WI_2_validation,19.14,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_124_WI_3_validation,3.29,0.25,Intermittent (Ngắt quãng)
HOBBIES_1_125_CA_1_validation,2.93,0.26,Intermittent (Ngắt quãng)
HOBBIES_1_125_CA_2_validation,3.29,0.21,Intermittent (Ngắt quãng)
HOBBIES_1_125_CA_3_validation,6.54,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_125_CA_4_validation,3.57,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_125_TX_1_validation,7.76,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_125_TX_2_validation,3.91,0.23,Intermittent (Ngắt quãng)
HOBBIES_1_125_TX_3_validation,15.0,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_125_WI_1_validation,3.01,0.2,Intermittent (Ngắt quãng)
HOBBIES_1_125_WI_2_validation,6.5,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_125_WI_3_validation,8.82,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_126_CA_1_validation,1.74,0.23,Intermittent (Ngắt quãng)
HOBBIES_1_126_CA_2_validation,3.43,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_126_CA_3_validation,2.04,0.23,Intermittent (Ngắt quãng)
HOBBIES_1_126_CA_4_validation,2.87,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_126_TX_1_validation,5.74,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_126_TX_2_validation,6.15,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_126_TX_3_validation,5.21,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_126_WI_1_validation,8.04,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_126_WI_2_validation,6.69,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_126_WI_3_validation,9.03,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_127_CA_1_validation,3.51,0.4,Intermittent (Ngắt quãng)
HOBBIES_1_127_CA_2_validation,5.3,0.45,Intermittent (Ngắt quãng)
HOBBIES_1_127_CA_3_validation,4.92,0.26,Intermittent (Ngắt quãng)
HOBBIES_1_127_CA_4_validation,5.28,0.26,Intermittent (Ngắt quãng)
HOBBIES_1_127_TX_1_validation,8.68,0.43,Intermittent (Ngắt quãng)
HOBBIES_1_127_TX_2_validation,4.6,0.45,Intermittent (Ngắt quãng)
HOBBIES_1_127_TX_3_validation,19.52,0.23,Intermittent (Ngắt quãng)
HOBBIES_1_127_WI_1_validation,2.35,0.47,Intermittent (Ngắt quãng)
HOBBIES_1_127_WI_2_validation,6.29,0.26,Intermittent (Ngắt quãng)
HOBBIES_1_127_WI_3_validation,6.71,0.24,Intermittent (Ngắt quãng)
HOBBIES_1_128_CA_1_validation,5.84,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_128_CA_2_validation,5.45,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_128_CA_3_validation,4.24,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_128_CA_4_validation,6.02,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_128_TX_1_validation,6.18,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_128_TX_2_validation,3.05,0.19,Intermittent (Ngắt quãng)
HOBBIES_1_128_TX_3_validation,3.36,0.21,Intermittent (Ngắt quãng)
HOBBIES_1_128_WI_1_validation,5.42,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_128_WI_2_validation,9.91,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_128_WI_3_validation,7.29,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_129_CA_1_validation,1.74,0.23,Intermittent (Ngắt quãng)
HOBBIES_1_129_CA_2_validation,3.84,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_129_CA_3_validation,2.02,0.21,Intermittent (Ngắt quãng)
HOBBIES_1_129_CA_4_validation,2.32,0.18,Intermittent (Ngắt quãng)
HOBBIES_1_129_TX_1_validation,3.18,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_129_TX_2_validation,2.35,0.21,Intermittent (Ngắt quãng)
HOBBIES_1_129_TX_3_validation,3.44,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_129_WI_1_validation,1.39,0.33,Intermittent (Ngắt quãng)
HOBBIES_1_129_WI_2_validation,2.46,0.21,Intermittent (Ngắt quãng)
HOBBIES_1_129_WI_3_validation,2.06,0.21,Intermittent (Ngắt quãng)
HOBBIES_1_130_CA_1_validation,1.98,0.38,Intermittent (Ngắt quãng)
HOBBIES_1_130_CA_2_validation,2.93,0.28,Intermittent (Ngắt quãng)
HOBBIES_1_130_CA_3_validation,2.63,0.27,Intermittent (Ngắt quãng)
HOBBIES_1_130_CA_4_validation,2.47,0.26,Intermittent (Ngắt quãng)
HOBBIES_1_130_TX_1_validation,9.66,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_130_TX_2_validation,3.67,0.25,Intermittent (Ngắt quãng)
HOBBIES_1_130_TX_3_validation,6.55,0.23,Intermittent (Ngắt quãng)
HOBBIES_1_130_WI_1_validation,1.55,0.4,Intermittent (Ngắt quãng)
HOBBIES_1_130_WI_2_validation,3.1,0.26,Intermittent (Ngắt quãng)
HOBBIES_1_130_WI_3_validation,3.09,0.24,Intermittent (Ngắt quãng)
HOBBIES_1_131_CA_1_validation,2.94,0.64,Lumpy (Cục bộ)
HOBBIES_1_131_CA_2_validation,3.97,0.41,Intermittent (Ngắt quãng)
HOBBIES_1_131_CA_3_validation,2.13,0.37,Intermittent (Ngắt quãng)
HOBBIES_1_131_CA_4_validation,2.08,0.47,Intermittent (Ngắt quãng)
HOBBIES_1_131_TX_1_validation,2.32,0.75,Lumpy (Cục bộ)
HOBBIES_1_131_TX_2_validation,1.72,0.62,Lumpy (Cục bộ)
HOBBIES_1_131_TX_3_validation,1.95,0.57,Lumpy (Cục bộ)
HOBBIES_1_131_WI_1_validation,2.15,0.4,Intermittent (Ngắt quãng)
HOBBIES_1_131_WI_2_validation,2.95,0.58,Lumpy (Cục bộ)
HOBBIES_1_131_WI_3_validation,2.95,0.4,Intermittent (Ngắt quãng)
HOBBIES_1_132_CA_1_validation,1.95,0.35,Intermittent (Ngắt quãng)
HOBBIES_1_132_CA_2_validation,2.36,0.23,Intermittent (Ngắt quãng)
HOBBIES_1_132_CA_3_validation,1.97,0.23,Intermittent (Ngắt quãng)
HOBBIES_1_132_CA_4_validation,2.7,0.21,Intermittent (Ngắt quãng)
HOBBIES_1_132_TX_1_validation,3.2,0.2,Intermittent (Ngắt quãng)
HOBBIES_1_132_TX_2_validation,2.59,0.24,Intermittent (Ngắt quãng)
HOBBIES_1_132_TX_3_validation,2.6,0.23,Intermittent (Ngắt quãng)
HOBBIES_1_132_WI_1_validation,2.55,0.24,Intermittent (Ngắt quãng)
HOBBIES_1_132_WI_2_validation,4.65,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_132_WI_3_validation,3.14,0.2,Intermittent (Ngắt quãng)
HOBBIES_1_133_CA_1_validation,3.08,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_133_CA_2_validation,7.73,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_133_CA_3_validation,3.81,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_133_CA_4_validation,7.99,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_133_TX_1_validation,3.86,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_133_TX_2_validation,3.02,0.21,Intermittent (Ngắt quãng)
HOBBIES_1_133_TX_3_validation,2.74,0.2,Intermittent (Ngắt quãng)
HOBBIES_1_133_WI_1_validation,3.73,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_133_WI_2_validation,5.65,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_133_WI_3_validation,5.45,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_134_CA_1_validation,1.08,0.39,Smooth (Đều đặn)
HOBBIES_1_134_CA_2_validation,1.18,0.47,Smooth (Đều đặn)
HOBBIES_1_134_CA_3_validation,1.1,0.39,Smooth (Đều đặn)
HOBBIES_1_134_CA_4_validation,1.26,0.36,Smooth (Đều đặn)
HOBBIES_1_134_TX_1_validation,1.24,0.36,Smooth (Đều đặn)
HOBBIES_1_134_TX_2_validation,1.37,0.41,Intermittent (Ngắt quãng)
HOBBIES_1_134_TX_3_validation,1.62,0.39,Intermittent (Ngắt quãng)
HOBBIES_1_134_WI_1_validation,1.19,0.44,Smooth (Đều đặn)
HOBBIES_1_134_WI_2_validation,1.31,0.47,Smooth (Đều đặn)
HOBBIES_1_134_WI_3_validation,1.4,0.53,Lumpy (Cục bộ)
HOBBIES_1_135_CA_1_validation,6.05,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_135_CA_2_validation,12.48,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_135_CA_3_validation,4.97,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_135_CA_4_validation,5.45,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_135_TX_1_validation,5.44,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_135_TX_2_validation,3.18,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_135_TX_3_validation,3.82,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_135_WI_1_validation,4.4,0.19,Intermittent (Ngắt quãng)
HOBBIES_1_135_WI_2_validation,6.29,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_135_WI_3_validation,8.11,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_136_CA_1_validation,12.19,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_136_CA_2_validation,21.58,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_136_CA_3_validation,16.92,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_136_CA_4_validation,17.63,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_136_TX_1_validation,13.14,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_136_TX_2_validation,7.85,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_136_TX_3_validation,6.57,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_136_WI_1_validation,21.64,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_136_WI_2_validation,12.78,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_136_WI_3_validation,18.61,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_137_CA_1_validation,2.6,0.24,Intermittent (Ngắt quãng)
HOBBIES_1_137_CA_2_validation,2.68,0.22,Intermittent (Ngắt quãng)
HOBBIES_1_137_CA_3_validation,2.52,0.24,Intermittent (Ngắt quãng)
HOBBIES_1_137_CA_4_validation,3.16,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_137_TX_1_validation,5.1,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_137_TX_2_validation,4.67,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_137_TX_3_validation,4.13,0.21,Intermittent (Ngắt quãng)
HOBBIES_1_137_WI_1_validation,3.48,0.21,Intermittent (Ngắt quãng)
HOBBIES_1_137_WI_2_validation,7.4,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_137_WI_3_validation,6.02,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_138_CA_1_validation,8.32,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_138_CA_2_validation,9.98,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_138_CA_3_validation,5.12,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_138_CA_4_validation,11.32,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_138_TX_1_validation,9.41,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_138_TX_2_validation,4.96,0.2,Intermittent (Ngắt quãng)
HOBBIES_1_138_TX_3_validation,4.34,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_138_WI_1_validation,6.78,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_138_WI_2_validation,6.23,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_138_WI_3_validation,10.76,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_139_CA_1_validation,2.42,0.26,Intermittent (Ngắt quãng)
HOBBIES_1_139_CA_2_validation,1.93,0.4,Intermittent (Ngắt quãng)
HOBBIES_1_139_CA_3_validation,1.64,0.35,Intermittent (Ngắt quãng)
HOBBIES_1_139_CA_4_validation,1.81,0.26,Intermittent (Ngắt quãng)
HOBBIES_1_139_TX_1_validation,3.62,0.25,Intermittent (Ngắt quãng)
HOBBIES_1_139_TX_2_validation,3.02,0.23,Intermittent (Ngắt quãng)
HOBBIES_1_139_TX_3_validation,3.93,0.23,Intermittent (Ngắt quãng)
HOBBIES_1_139_WI_1_validation,2.3,0.23,Intermittent (Ngắt quãng)
HOBBIES_1_139_WI_2_validation,2.43,0.24,Intermittent (Ngắt quãng)
HOBBIES_1_139_WI_3_validation,3.36,0.24,Intermittent (Ngắt quãng)
HOBBIES_1_140_CA_1_validation,5.45,0.52,Lumpy (Cục bộ)
HOBBIES_1_140_CA_2_validation,8.6,0.57,Lumpy (Cục bộ)
HOBBIES_1_140_CA_3_validation,4.65,0.67,Lumpy (Cục bộ)
HOBBIES_1_140_CA_4_validation,4.26,0.44,Intermittent (Ngắt quãng)
HOBBIES_1_140_TX_1_validation,8.42,0.48,Intermittent (Ngắt quãng)
HOBBIES_1_140_TX_2_validation,6.91,0.45,Intermittent (Ngắt quãng)
HOBBIES_1_140_TX_3_validation,5.29,0.51,Lumpy (Cục bộ)
HOBBIES_1_140_WI_1_validation,13.6,0.35,Intermittent (Ngắt quãng)
HOBBIES_1_140_WI_2_validation,13.49,0.36,Intermittent (Ngắt quãng)
HOBBIES_1_140_WI_3_validation,6.83,0.46,Intermittent (Ngắt quãng)
HOBBIES_1_141_CA_1_validation,2.15,0.33,Intermittent (Ngắt quãng)
HOBBIES_1_141_CA_2_validation,2.47,0.23,Intermittent (Ngắt quãng)
HOBBIES_1_141_CA_3_validation,2.0,0.31,Intermittent (Ngắt quãng)
HOBBIES_1_141_CA_4_validation,2.69,0.23,Intermittent (Ngắt quãng)
HOBBIES_1_141_TX_1_validation,2.38,0.23,Intermittent (Ngắt quãng)
HOBBIES_1_141_TX_2_validation,2.04,0.29,Intermittent (Ngắt quãng)
HOBBIES_1_141_TX_3_validation,2.69,0.23,Intermittent (Ngắt quãng)
HOBBIES_1_141_WI_1_validation,2.57,0.23,Intermittent (Ngắt quãng)
HOBBIES_1_141_WI_2_validation,3.36,0.2,Intermittent (Ngắt quãng)
HOBBIES_1_141_WI_3_validation,2.66,0.22,Intermittent (Ngắt quãng)
HOBBIES_1_142_CA_1_validation,1.84,0.49,Intermittent (Ngắt quãng)
HOBBIES_1_142_CA_2_validation,1.49,0.44,Intermittent (Ngắt quãng)
HOBBIES_1_142_CA_3_validation,1.56,0.42,Intermittent (Ngắt quãng)
HOBBIES_1_142_CA_4_validation,26.88,0.47,Intermittent (Ngắt quãng)
HOBBIES_1_142_TX_1_validation,2.39,0.37,Intermittent (Ngắt quãng)
HOBBIES_1_142_TX_2_validation,1.59,0.5,Lumpy (Cục bộ)
HOBBIES_1_142_TX_3_validation,1.76,0.46,Intermittent (Ngắt quãng)
HOBBIES_1_142_WI_1_validation,1.64,0.34,Intermittent (Ngắt quãng)
HOBBIES_1_142_WI_2_validation,1.9,0.36,Intermittent (Ngắt quãng)
HOBBIES_1_142_WI_3_validation,1.56,0.43,Intermittent (Ngắt quãng)
HOBBIES_1_143_CA_1_validation,3.37,0.24,Intermittent (Ngắt quãng)
HOBBIES_1_143_CA_2_validation,3.76,0.21,Intermittent (Ngắt quãng)
HOBBIES_1_143_CA_3_validation,2.87,0.23,Intermittent (Ngắt quãng)
HOBBIES_1_143_CA_4_validation,4.0,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_143_TX_1_validation,4.35,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_143_TX_2_validation,2.19,0.24,Intermittent (Ngắt quãng)
HOBBIES_1_143_TX_3_validation,2.17,0.23,Intermittent (Ngắt quãng)
HOBBIES_1_143_WI_1_validation,3.82,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_143_WI_2_validation,4.69,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_143_WI_3_validation,4.62,0.18,Intermittent (Ngắt quãng)
HOBBIES_1_144_CA_1_validation,1.8,0.22,Intermittent (Ngắt quãng)
HOBBIES_1_144_CA_2_validation,2.63,0.21,Intermittent (Ngắt quãng)
HOBBIES_1_144_CA_3_validation,2.35,0.26,Intermittent (Ngắt quãng)
HOBBIES_1_144_CA_4_validation,2.48,0.17,Intermittent (Ngắt quãng)
HOBBIES_1_144_TX_1_validation,4.18,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_144_TX_2_validation,3.8,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_144_TX_3_validation,5.67,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_144_WI_1_validation,2.54,0.19,Intermittent (Ngắt quãng)
HOBBIES_1_144_WI_2_validation,5.53,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_144_WI_3_validation,4.3,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_145_CA_1_validation,4.34,0.48,Intermittent (Ngắt quãng)
HOBBIES_1_145_CA_2_validation,9.51,0.28,Intermittent (Ngắt quãng)
HOBBIES_1_145_CA_3_validation,6.82,0.28,Intermittent (Ngắt quãng)
HOBBIES_1_145_CA_4_validation,3.17,0.41,Intermittent (Ngắt quãng)
HOBBIES_1_145_TX_1_validation,9.22,0.22,Intermittent (Ngắt quãng)
HOBBIES_1_145_TX_2_validation,8.04,0.58,Lumpy (Cục bộ)
HOBBIES_1_145_TX_3_validation,9.19,0.25,Intermittent (Ngắt quãng)
HOBBIES_1_145_WI_1_validation,5.67,0.23,Intermittent (Ngắt quãng)
HOBBIES_1_145_WI_2_validation,18.33,0.21,Intermittent (Ngắt quãng)
HOBBIES_1_145_WI_3_validation,9.05,0.27,Intermittent (Ngắt quãng)
HOBBIES_1_146_CA_1_validation,2.96,0.25,Intermittent (Ngắt quãng)
HOBBIES_1_146_CA_2_validation,3.62,0.24,Intermittent (Ngắt quãng)
HOBBIES_1_146_CA_3_validation,2.19,0.26,Intermittent (Ngắt quãng)
HOBBIES_1_146_CA_4_validation,5.43,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_146_TX_1_validation,2.91,0.23,Intermittent (Ngắt quãng)
HOBBIES_1_146_TX_2_validation,1.99,0.27,Intermittent (Ngắt quãng)
HOBBIES_1_146_TX_3_validation,1.85,0.42,Intermittent (Ngắt quãng)
HOBBIES_1_146_WI_1_validation,5.96,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_146_WI_2_validation,7.65,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_146_WI_3_validation,4.84,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_147_CA_1_validation,1.12,0.39,Smooth (Đều đặn)
HOBBIES_1_147_CA_2_validation,1.46,0.31,Intermittent (Ngắt quãng)
HOBBIES_1_147_CA_3_validation,1.16,0.33,Smooth (Đều đặn)
HOBBIES_1_147_CA_4_validation,1.15,0.4,Smooth (Đều đặn)
HOBBIES_1_147_TX_1_validation,2.1,0.24,Intermittent (Ngắt quãng)
HOBBIES_1_147_TX_2_validation,1.33,0.34,Intermittent (Ngắt quãng)
HOBBIES_1_147_TX_3_validation,1.53,0.3,Intermittent (Ngắt quãng)
HOBBIES_1_147_WI_1_validation,2.27,0.23,Intermittent (Ngắt quãng)
HOBBIES_1_147_WI_2_validation,2.42,0.22,Intermittent (Ngắt quãng)
HOBBIES_1_147_WI_3_validation,1.6,0.24,Intermittent (Ngắt quãng)
HOBBIES_1_148_CA_1_validation,1.16,0.29,Smooth (Đều đặn)
HOBBIES_1_148_CA_2_validation,1.48,0.32,Intermittent (Ngắt quãng)
HOBBIES_1_148_CA_3_validation,1.13,0.28,Smooth (Đều đặn)
HOBBIES_1_148_CA_4_validation,1.36,0.22,Intermittent (Ngắt quãng)
HOBBIES_1_148_TX_1_validation,1.46,0.25,Intermittent (Ngắt quãng)
HOBBIES_1_148_TX_2_validation,1.26,0.32,Smooth (Đều đặn)
HOBBIES_1_148_TX_3_validation,1.28,0.23,Smooth (Đều đặn)
HOBBIES_1_148_WI_1_validation,2.41,0.2,Intermittent (Ngắt quãng)
HOBBIES_1_148_WI_2_validation,1.87,0.22,Intermittent (Ngắt quãng)
HOBBIES_1_148_WI_3_validation,1.91,0.22,Intermittent (Ngắt quãng)
HOBBIES_1_149_CA_1_validation,2.01,0.24,Intermittent (Ngắt quãng)
HOBBIES_1_149_CA_2_validation,2.02,0.24,Intermittent (Ngắt quãng)
HOBBIES_1_149_CA_3_validation,1.97,0.23,Intermittent (Ngắt quãng)
HOBBIES_1_149_CA_4_validation,8.02,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_149_TX_1_validation,5.88,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_149_TX_2_validation,2.02,0.25,Intermittent (Ngắt quãng)
HOBBIES_1_149_TX_3_validation,3.56,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_149_WI_1_validation,2.5,0.23,Intermittent (Ngắt quãng)
HOBBIES_1_149_WI_2_validation,3.92,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_149_WI_3_validation,2.3,0.25,Intermittent (Ngắt quãng)
HOBBIES_1_150_CA_1_validation,1.93,0.68,Lumpy (Cục bộ)
HOBBIES_1_150_CA_2_validation,2.62,0.4,Intermittent (Ngắt quãng)
HOBBIES_1_150_CA_3_validation,2.29,0.43,Intermittent (Ngắt quãng)
HOBBIES_1_150_CA_4_validation,1.95,0.66,Lumpy (Cục bộ)
HOBBIES_1_150_TX_1_validation,2.92,0.28,Intermittent (Ngắt quãng)
HOBBIES_1_150_TX_2_validation,3.3,0.24,Intermittent (Ngắt quãng)
HOBBIES_1_150_TX_3_validation,3.3,0.25,Intermittent (Ngắt quãng)
HOBBIES_1_150_WI_1_validation,2.16,0.25,Intermittent (Ngắt quãng)
HOBBIES_1_150_WI_2_validation,4.01,0.28,Intermittent (Ngắt quãng)
HOBBIES_1_150_WI_3_validation,3.88,0.27,Intermittent (Ngắt quãng)
HOBBIES_1_151_CA_1_validation,2.04,0.21,Intermittent (Ngắt quãng)
HOBBIES_1_151_CA_2_validation,2.52,0.23,Intermittent (Ngắt quãng)
HOBBIES_1_151_CA_3_validation,1.68,0.25,Intermittent (Ngắt quãng)
HOBBIES_1_151_CA_4_validation,2.32,0.22,Intermittent (Ngắt quãng)
HOBBIES_1_151_TX_1_validation,2.21,0.24,Intermittent (Ngắt quãng)
HOBBIES_1_151_TX_2_validation,2.43,0.22,Intermittent (Ngắt quãng)
HOBBIES_1_151_TX_3_validation,2.78,0.22,Intermittent (Ngắt quãng)
HOBBIES_1_151_WI_1_validation,1.93,0.25,Intermittent (Ngắt quãng)
HOBBIES_1_151_WI_2_validation,4.39,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_151_WI_3_validation,1.83,0.25,Intermittent (Ngắt quãng)
HOBBIES_1_152_CA_1_validation,2.71,0.22,Intermittent (Ngắt quãng)
HOBBIES_1_152_CA_2_validation,3.84,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_152_CA_3_validation,1.94,0.24,Intermittent (Ngắt quãng)
HOBBIES_1_152_CA_4_validation,2.42,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_152_TX_1_validation,5.37,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_152_TX_2_validation,3.77,0.3,Intermittent (Ngắt quãng)
HOBBIES_1_152_TX_3_validation,3.28,0.25,Intermittent (Ngắt quãng)
HOBBIES_1_152_WI_1_validation,2.75,0.2,Intermittent (Ngắt quãng)
HOBBIES_1_152_WI_2_validation,6.38,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_152_WI_3_validation,5.76,0.0,Intermittent (Ngắt quãng)
HOBBIES_1_153_CA_1_validation,1.52,0.36,Intermittent (Ngắt quãng)
HOBBIES_1_153_CA_2_validation,1.55,0.38,Intermittent (Ngắt quãng)
HOBBIES_1_153_CA_3_validation,1.58,0.4,Intermittent (Ngắt quãng)
HOBBIES_1_153_CA_4_validation,1.86,0.25,Intermittent (Ngắt quãng)
HOBBIES_1_153_TX_1_validation,1.53,0.38,Intermittent (Ngắt quãng)
HOBBIES_1_153_TX_2_validation,1.4,0.47,Intermittent (Ngắt quãng)
HOBBIES_1_153_TX_3_validation,1.73,0.25,Intermittent (Ngắt quãng)
HOBBIES_1_153_WI_1_validation,1.23,0.42,Smooth (Đều đặn)
